"CC, EW", 2018, 2/23/2018, ALLS, , W, , , , , , , , Y, WN815, R-ol-So, , , , , , , , , , , , , , , , , Location unkown
"CC, EW", 2018, 2/23/2018, ALLS, , W, , , , , , , , Y, WN816, R-ou-So, , , , , , , , , , , , , , , , , Location unkown
"CC, EW", 2018, 2/23/2018, ALLS, , W, , , , , , , , Y, WN817, L-iu-So, , , , , , , , , , , , , , , , , Location unkown
"CC, EW", 2018, 2/23/2018, ALLS, , W, , , , , , , , Y, WN818, R-il-So, , , , , , , , , , , , , , , , , Location unkown
"CC, EW", 2018, 2/23/2018, ALLS, , W, , , , , , , , Y, WN819, L-ou-So, , , , , , , , , , , , , , , , , Location unkown
"CC, EW", 2018, 2/23/2018, ALLS, , W, , , , , , , , Y, WN830, L-iu-So, , , , , , , , , , , , , , , , , Location unkown
"CC, EW", 2018, 2/23/2018, ALLN, F, W, , , , , , , , Y, WN935, R-il, , , , 100, 2019, , , , , , , , , , , , Location unkown
"CC, EW", 2018, 2/23/2018, ALLN, M, W, , , , , , , , Y, WN922, L-iu, , , , 30, 2018, , , , , , , , , , , , Location unkown
"CC, EW", 2018, 2/23/2018, ALLN, F, W, , , , , , , , Y, WN991, R-iu, , , , 100, 2019, , , , , , , , , , , , Location unkown
"CC, EW", 2018, 2/23/2018, ALLN, F, W, , , , , , , , Y, WN990, L-iu-So, , , , 0, 2018, , , , , , , , , , , , Location unkown
"CC, EW", 2018, 2/23/2018, ALLN, M, W, , , , , , , , Y, WN989, L-iu-So, , , , 30, 2018, , , , , , , , , , , , Location unkown
"CC, EW", 2018, 2/23/2018, ALLN, M, W, , , , , , , , Y, WN987, L-iu-So, , , , 100, 2019, , , , , , , , , , , , Location unkown
"CC, EW", 2018, 2/23/2018, ALLN, , W, , , , , , , , Y, WN986, R-iu-So, , , , 0, 2018, , , , , , , , , , , , Location unkown
"CC, EW", 2018, 2/23/2018, ALLN, M, W, , , , , , , , Y, WN930, R-iu-So, , , , 95, 2019, , , , , , , , , , , , Location unkown
"CC, EW", 2018, 2/23/2018, ALLN, F, W, , , , , , , , Y, WN931, R-iu-So, , , , 5, 2018, , , , , , , , , , , , Location unkown
"CC, EW", 2018, 2/23/2018, ALLS, , W, , , , , , , , Y, WN936, R-iu-So, , , , 100, 2019, , , , , , , , , , , , Location unkown
"CC, EW", 2018, 2/23/2018, ALLN, M, A, , N, PBK1, R, , , , , , , , , , , , , , , , , , , , , , , Location unkown
"CC, EW", 2018, 2/23/2018, ALLN, M, A, , N, PBA11, L, , , , , , , , , , , , , , , , , , , , , , , Location unkown
"EW, CC, MV", 2018, 2/24/2018, LTL , M, W, , , , , , , , N, WN687, R-il-So, , , , 20, 2018, , , , , , , , , , , , Location unkown
"EW, CC, MV", 2018, 2/24/2018, LTL , M, W, , , , , , , , Y, WN835, R-iu-So, Y, WN836, L-ou-So, 5, 2018, 149, 165, 145, 134, 4.4, 129.6, , , , , , Location unkown
